Literatura choralna 1;1M;prof. dr hab. Marta Kierska-Witczak;3;zst;zst;1;1;1;1;2;IV;;czwartek, 10.30-11.15, sala 101B;
Literatura choralna 2;2M;prof. dr hab. Marta Kierska-Witczak;3;zst;-;1;-;1;-;1;IV;;sroda, 12.15-13.00, sala 101B;
Literatura choralna XX i XXI wieku;1M;wykl. Kacper Kubiak;7;zst;zst;1;1;2;2;4;IV;;poniedzialek, 13.00-13.45, sala 101B;
Literatura choralna XX i XXI wieku;2M;wykl. Kacper Kubiak;7;zst;egz;1;1;1;1;2;IV;;poniedzialek, 14.00-14.45, sala 101B;
Liturgika;1L;ks. dr hab. Mariusz Bialy;4;zst;egz;2;2;2;2;4;IV;;poniedzialek, 8.00-9.30, sala 114A;
Metody animacji spoleczno-kulturalnej 1;1L;dr R. Lazarz;6;-;zst;-;1;-;2;2;IV;;piatek, 11.40-13.10, co 2 tygodnie, sala 001F;
Metody animacji spoleczno-kulturalnej 2;1M;dr R. Lazarz;6;zst;-;2;-;3;-;3;IV;;piatek, 9.55-11.15, sala 001F;
Metodyka prowadzenia zespolow;1M;prof. dr hab. Marta Kierska-Witczak;4;zst;egz;2;2;2;2;4;IV;;sroda, 8.45-10.15, sala 002E;
Orkiestra Smyczkowa Wydzialu Edukacji Muzycznej;wszystkie lata;prof. dr hab. Helena Tomaszek-Plewa/wykl. Michal Kanafa;b. o.;zst;zst;4;4;4;4;8;IV;;poniedzialek, 15.30-17.00, sala 001B, czwartek, 11.30-13.00, sala 001B;
Podstawy animacji spoleczno-kulturalnej;1L;dr R. Lazarz;6;zst;-;2;-;4;-;4;IV;;piatek, 11.40-13.10, sala 001F;
Podstawy jezyka lacinskiego;1L;mgr Maria Kulewska;3;zst;zst;1;1;1;1;2;IV;;czwartek, 9.45-10.30, sala 002B;
Podstawy prawne dzialalnosci spoleczno-kulturalnej i zawodu nauczyciela;1M;mgr E. Koziarzewski;6;zst;-;2;-;3;-;3;IV;;czwartek, 16.00-17.30, sala 101B;
Promocja i marketing dobr kultury;2M;mgr Joanna Polak;14;zst;zst;2;2;2;2;4;IV;;piatek, 15.00-16.30, sala 001E;
Rytmika;1L;mgr Barbara Ciupidro;4;zal;zst;2;2;1;1;2;IV;;piatek, 8.00-9.30, sala 204E;
Seminarium prelekcji muzycznej;1L;dr Maria Zawartko;3;zal;zst;1;1;1;1;2;IV;;sroda, 12.15-13.00, sala 001F;
