Psychologia twórczości;2L;dr Amelia Golema;5;zal;zst;2;2;2;2;4;I;KiTM;czwartek, 09:35-11:05, sala Kameralna;
Publicystyka muzyczna;2M;mgr Joanna Kołodziejska;10;zst;egz;2;2;3;3;6;I;KiTM;wtorek, 18:00-19:30, sala 301B;
Technologia muzyki komputerowej;2M;dr Marcin Rupociński;2;zst;egz;2;2;2;2;4;I;KiTM;wtorek, 09:00-12:00 sala 112 SKK, realizacja w podwójnym wymiarze godzin w ustalonych przez prowadzącego terminach;"Kontynuacja ""Technologii muzyki kumputerowej 1"""
Technologia muzyki komputerowej 1;1M;dr Marcin Rupociński;2;zst;zst;2;2;3;3;6;I;KiTM;wtorek, 09:00-12:00 sala 112 SKK, realizacja w podwójnym wymiarze godzin w ustalonych przez prowadzącego terminach;
Technologie przestrzennej dystrybucji dźwięku;2M;dr hab. Paweł Hendrich;1;zst;egz;1;1;1;1;2;I;KiTM;wtorek, 16:15-17:45, sala 112 SKK, realizacja w podwójnym wymiarze godzin w ustalonych przez prowadzącego terminach;"Wymagania wstępne: ukończony kurs ""Propedeutyka kompozycji komputerowej"" i ""Komputer w pracy twórczej"" lub wiedza i umiejętności adekwatne do poziomu zaliczenia tych kursów"
Wielkie formy muzyczne;2M;dr Aleksandra Pijarowska, prof. AMKL;15;zst;egz;2;2;2;2;4;I;KiTM;środa, 09:25-10:55, sala 301B;
Wprowadzenie do teorii muzyki;1L;dr hab. Tomasz Kienik;10;zst;egz;1;1;4;4;8;I;KiTM;czwartek, 09:05-09:50, sala 301B;
Współczesne techniki kompozytorskie;2L;dr Mateusz Ryczek;2;zst;egz;2;2;2;2;4;I;KiTM;czwartek, 08:00-09:30, sala 001E;
Analiza form muzycznych;2L;mgr Aleksandra Ferenc;2;zal;zst;1;1;1;1;2;I;Mt;piątek, 10.35-11.20, sala 201 F;Dla studentów, którzy nie ukończyli szkoły muzycznej II stopnia
Arteterapia;2L;dr Daniela Colonna-Kasjan;10;zal;zst;2;2;2;2;4;I;Mt;wtorek, 9.50-11.20, sala 305 F;
Choreoterapia ;3L;dr Agnieszka Zygmont;2;zst;egz;1;1;1;1;2;I;Mt;poniedziałek, 9.35-11.05, Ul. Ciepła 15B;wykład
Harmonia;2L;mgr Aleksandra Ferenc;4;zal;zst;1;1;1;1;2;I;Mt;środa, 8.15-9.00, sala 203 B, grupa II 9.05-9.50;Dla studentów, którzy nie ukończyli szkoły muzycznej II stopnia
Historia muzykoterapii z literaturą muzyczną;1L;dr Klaudia Kukiełczyńska-Krawczyk;12;zst;zst;2;2;2;2;4;I;Mt;środa, 11.35 - 13.05, sala 201 F;
Instrumentarium Orffa w muzykoterapii;1L;dr Klaudia Kukiełczyńska-Krawczyk;12;zal;zst;1;1;1;1;2;I;Mt;środa, 10.40-11.25, sala 305 F;
Kontrapunkt;3L;;5;zal;zst;1;1;2;2;4;I;Mt;środa, 13.30-14.15, sala 201 F;
Metody i techniki muzykoterapii;2L;dr Daniela Colonna-Kasjan;3;zal;zst;1;1;1;1;2;I;Mt;czwartek, 8.20-9.05, sala 305 F, grupa II 9.05-9.50. grupa III 9.50-10.25, ;
Metody i techniki parateatralne;1L;dr Marzenna Wojak;10;zal;zst;2;2;2;2;4;I;Mt;środa, 13.10-14.40, sala baletowa ;
Metody i techniki relaksacyjne;2L;dr Agnieszka Zygmont;;zal;zst;1;1;1;1;2;I;Mt;poniedziałek, 8.00-9.30, ul. Ciepła 15B, grupa I i II;
Muzykoterapia kreatywna ;1M;dr Klaudia Kukiełczyńska-Krawczyk;10;zal;zst;2;2;2;2;4;I;Mt;wtorek, 14.20-15.50, sala 201 F;
Pedagogika specjalna;1L;dr hab. Barbara Winczura;4;zst;zst;2;2;2;2;4;I;Mt;środa, 8.15-9.45, sala 217 A;
Podstawy anatomii i fizjologii;1L;lek. Kacper Kuszczyński;12;zal;zst;2;2;2;2;4;I;Mt;poniedziałek, 15.20-18.20, sala 201 F;Pierwsze zajęcia 4 grudnia.
Podstawy kompozycji i instrumentacji;2L;mgr Ignacy Wojciechowski (doktorant);2;zal;zst;1;1;2;2;4;I;Mt;wtorek, 16.00-16.45, sala 201 F, grupa II - 16.50-17.35;Dla studentów, którzy nie ukończyli szkoły muzycznej II stopnia
Podstawy kształcenia słuchu;1L;mgr Joanna Kołodziejska;2;zal;zst;1;1;1;1;2;I;Mt;poniedziałek, 10.15-11.00, sala 201 F, grupa 2 11.15-12.00;Dla studentów, którzy nie ukończyli szkoły muzycznej II stopnia
Profilaktyczne zastosowanie muzykoterapii;1M;mgr Angelika Wojciechowska;10;zal;zst;1;1;1;1;2;I;Mt;poniedziałek, 10.20-11.05, sala 305 F;
Psychiatria;2L;dr Mateusz Łuc;12;zst;egz;2;2;2;2;4;I;Mt;środa, 14.15-17.15, sala 201 F ;zajęcia będą osbywać się w październiku i listopadzie
Psychologia kliniczna ;2L;mgr Aleksandra Mroczko;2;zst;egz;2;2;2;2;4;I;Mt;wtorek, 11.45-15.00, ul Bartla  7a/2, co 2 tygodnie;
F;2M;dr Amelia Golema;8;zst;egz;1;1;1;1;2;I;Mt;wtorek, 12.05-13.35, sala 217 A;wykład
Psychologia ogólna;1L;dr Amelia Golema;4;zal;zst;2;2;2;2;4;I;Mt;czwartek, 8.00-9.30, sala 002 B;
Psychoterapia;2L;dr Barbara Kobusińska;12;zal;zst;2;2;2;2;4;I;Mt;czwartek, 10.45-12.15, sala 201 F;
Rehabilitacja;2L;mgr Arnold Górka;12;zal;zst;2;2;2;2;4;I;Mt;poniedziałek, 13.45-15.15, sala 201 F;
Wprowadzenie do historii muzyki;1L;Joanna Kołodziejska;2;zst;zst;2;2;2;2;4;I;Mt;poniedziałek, 12.10-13.40, sala 201 F;Dla studentów, którzy nie ukończyli szkoły muzycznej II stopnia
Zespół kameralny w muzykoterapii;1M;dr Michał Ziółkowski;2;zal;zst;1;1;1;1;2;I;Mt;poniedziałek, 17.05-18.35, sala 305 F, co 2 tygodnie;
Badania naukowe muzycznej praktyki wykonawczej;1-3L;dr Maria Brzuchowska;20;zal;zal;1;1;2;2;4;II;Inst ;poniedziałek, 14:00 - 14:45, sala 217 A;
Trening twórczego myślenia;1-3L;dr Amelia Golema;15;zst;zst;2;2;2;2;4;II;Inst;wtorek, 10:15 - 11:45, sala 203 F;
MP3 – Muzyczne pogotowie – trema, kryzys tożsamość;L/M;"dr Amelia Golema/
mgr Małgorzata Kramarz";"16
16";zst;zst;2;2;2;2;4;II;Inst; środa, 10:30-12:00, sala 217 A, grupa II: 12:00 - 13:30;
Historia filozofii;1-3L;ks. dr hab. Andrzej Tomko;30;zal;zst;2;2;2;2;4;II;Inst ;środa, 12:15-13:45, sala 001E;
Etyka;L/M;ks. dr hab. Andrzej Tomko;30;zal;zst;2;2;2;3;5;II;Inst ;środa, 13:45-15:15, sala 001E;
Orkiestra symfoniczna;L/M;dr hab. Bassem Akiki;50;zst;zst;3;3;2;2;4;II;Inst ;;Według planu projektu orkiestrowego. Punkty ECTS za jeden projekt. W wyjątkowych przypadkach i po konsultacji z Dziekanem - przedmiot możliwy do wyboru również dla studentów Wydziału II
Próby sekcyjne (tylko dla osób grających w Orkiestrze Symfonicznej);L/M;w zależności od sekcji;50;zst;zst;0,5;0,5;0,5;0,5;1;II;Inst ;;Za jeden projekt
Orkiestra kameralna;L/M;dr Zbigniew Szufłat;10;zst;zst;3;3;2;2;4;II;Inst ;wtorek, 18:00 - 21:00,, czwartek 18:00 - 21:00;Punkty ECTS za jeden projekt. W wyjątkowych przypadkach i po konsultacji z Dziekanem - przedmiot możliwy do wyboru również dla studentów Wydziału II
Orkiestra dęta;L/M;dr Piotr Bugaj;40;zst;zst;3;3;2;2;4;II;Inst ;środa, 15:00 - 19:30, sala 102 E;Punkty ECTS za jeden projekt. W wyjątkowych przypadkach i po konsultacji z Dziekanem - przedmiot możliwy do wyboru również dla studentów Wydziału II
Orkiestra barokowa;L/M;do uzgodnienia z Dziekanem Wydz. II;20;zst;zst;3;3;3;3;6;II;Inst ;do uzgodnienia ;Za jeden projekt
Big-band;L/M;dr Bartosz Pernal;8;zst;zst;3;3;2;2;4;II;Inst ;środa, 12:30 - 14:45, sala -001D;
Zespół kameralny (duet);L/M;Pedagodzy Wydziału Instrumentalnego;2-5;ekm;ekm;1;1;2;2;4;II;Inst ;do uzgodnienia z pedagogiem;W wyjątkowych sytuacjach, za zgodą Dziekana
Zespół kameralny (trio, kwartet, kwintet);L/M;Pedagodzy Wydziału Instrumentalnego;2-5;ekm;ekm;2;2;4;4;8;II;Inst ;do uzgodnienia z pedagogiem;W wyjątkowych sytuacjach, za zgodą Dziekana
Chór im. S. Krukowskiego;L/M;mgr Magdalena Wojtas;60;zst;zst;3;3;3;3;6;II;Inst ;środa, 15:15-17:30, sala 001B;
Analiza materiałów źródłowych;2L;dr Grzegorz Joachimiak;10;zst;egz;2;2;2;2;4;II;Inst ;wtorek, 10:00 - 11:30, sala 217A;
Problemy wykonawcze muzyki dawnej;1M;dr Grzegorz Joachimiak;20;zal;zal;1;1;1;1;2;II;Inst ;wtorek, 9:00 - 9:45, sala 217A;
Budowa i strojenie instrumentów;1-3L;mgr Kazimierz Pyzik;10;zal;zal;1;1;1;1;2;II;Inst ;do uzgodnienia z pedagogiem;
Język niemiecki (B1/B2);L/M;mgr Katarzyna Sroka;7;zst;egz;2;2;2;2;4;II;Inst ;;Grupa do uzgodnienia z prow. zajęcia w zależności od poziomu języka. zapisy odbędą się 2.10.2023r. w godz. 12:15-14:30 w sali 114A 
Język włoski (B1/B2);L/M;mgr Anna Karaś;4;zst;egz;2;2;2;2;4;II;Inst ;środa, godz. 8:55-10:25, sala 204F;oferta skierowana do studentów wykazujących się znajomością języka na poziomie B2, zapisy odbędą się dnia 4.10.2023r. w godz. 13:45-14:15 w sali 204F
Produkcja muzyczna;L/M;dr Przemysław Jarosz;4;zal;zst;1;1;1;1;2;II;Inst ;;Do uzgodnienia z pedagogiem
Praca nad plastyką ciała;1/2L;mgr Elżbieta Lejman-Krzysztyniak;2;zst;zst;2;2;1;1;2;III;;wtorek, 12:30-14:00, ,14:15-15:45 2L;
Pantomima;1L;mgr Agnieszka Kulińska;4;zst;egz;2;2;1;1;2;III;;czwartek, 14:30-16:00, sala 204E, 16:00-17:30 gr.II,;
Etiudy sceniczna;1L;mgr Aleksandra Dytko-Masztalska;4;zst;zst;2;2;1;1;2;III;;wtorek, 15:00-16:30, sala 301A, 16:30-18:00 gr II;
Etiudy sceniczna;2L;mgr Aleksandra Dytko-Masztalska;4;zst;egz;2;2;1;1;2;III;;środa, 13:45-15:15 gr.I, sala 301A, 15:15-16:45 gr.II.;
Specjalistyczna literatura pieśniarska i oratoryjno kantatowa;2L;mgr Karolina Gołębiowska;2;zst;egz;2;2;2;2;4;III;;wtorek, 9:00-10:30, sala 002E;
Specjalistyczna literatura pieśniarska i oratoryjno kantatowa;3L;dr hab. Joanna Subel;2;zst;egz;2;2;2;2;4;III;;poniedziałek, 13:15-14:45, sala 002E;
Zarys stylistyki muzyki dawnej;3L;dr hab. Olga Ksenicz;4;zst;egz;1;1;1;1;2;III;;wtorek, 14:00-14:45, sala 002E;
Ilustracja muzyczna - przca w klasie akompaniamentu;1M;koordynator przedmiotu - kierownik katedry kameralistyki prof dr hab Magdalena Blum oraz wg ustaleń z pedagogiem prowadzącym przedmiot Nauka akompaniamentu;;zal;zal;0,5;0,5;1;1;2;III;;;
Specjalistyczna literatura operowa;1M;dr hab. Adam Banaszak;4;zst;egz;2;2;2;2;4;III;;poniedziałek, 9:00-10:30, sala 001E;
Sceny aktorskie;1M;mgr Aleksandra Dytko;2;zst;egz;2;2;1;1;2;III;;wtorek, 11:45-13:15 gr.I/13:20-14:50 gr II, sala 301A;
Łacina ;1M;dr Bogusława Frontczak;6;zst;zst;1;1;1;1;2;III;;czwartek, 8:15-9:00, on-line;
Retoryka i zdobnictwo;1M;dr Anna Werecka-Gryć;5;x;zst;x;2;x;2;2;III;;wtorek, 9:00-10:30 on-line sem.lato,;
Retoryka i zdobnictwo;2M;dr Anna Werecka-Gryć;5;zst;x;2;x;2;x;2;III;;wtorek, 9:00-10:30 on-line, sem.zima;
Zespoły wokalno-instrumentalne;1/2M;"prof. dr hab. Andrzej Kosendiak/mgr Adrianna Gołos
wymagana akceptacja Kierownika Katedry Wokalistyki i pedagoga prowadzącego przedmiot";;zst;zst;3;3;4;4;8;III;;poniedziałek, 12:00-14:15, sala 203F;
Chorał gregoriański;1M;prof. dr hab. Marta Kierska-Witczak;4;zst;egz;1;1;1;1;2;III;;;
Temperacje historyczne;2M;dr hab. Tomasz Głuchowski;4;zst;x;2;x;1;x;1;III;;środa, 10:00-11:30, sala 103/104A;
"Analiza dzieła muzycznego 1
 (grupa 1)";1L;dr Agnieszka Zwierzycka;4;zst;zst;2;2;2;2;4;IV;;czwartek, 13.05-14.35, sala 217A;
Analiza dzieła muzycznego 1  (grupa 2);1L;dr Agnieszka Zwierzycka;4;zst;zst;2;2;2;2;4;IV;;czwartek, 14.45-16.15, sala 217A;
